ID  объявления,Количество комнат,Тип,Метро,Адрес,"Площадь, м2",Дом,Парковка,Цена,Телефоны,Описание,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Название ЖК,"Высота потолков, м",Лифт,Мусоропровод,Ссылка на объявление
178502999,2,Квартира,м. Щёлковская (12 мин пешком),"Москва, Сиреневый бульвар, 39",52.0/42.0/6.0,"5/6, Кирпичный",,"61000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79857781301,"Я собственник и сдаю только напрямую. Агенты, риэлторы, посредники и прочие бездельники - не надо тратить мое время.

Двухкомнатная квартира в найм от собственника. На длительный срок, договор, регистрация. Предпочтительный вариант - семья с ребенком.

Тихий двор, рядом много детских садов.

Хороший ремонт, мебель. Натяжные потолки, кухонный гарнитур со встроенной техникой. Газовая плита, духовой шкаф, посудомоечная машина, микроволновка, стиральная машина, холодильник. В гостиной кондиционер. Санузел раздельный - уютная ванная и отдельно туалетная комната, совмещенная с кладовой.

Инфраструктура: вся проводка современная, защитные автоматы и УЗО, по квартире есть разводка телефонных кабелей, розеток Ethernet и ТВ кабеля. Высокоскоростной интернет (розетки+WiFi), телефон.

Договор отправляю на электронную почту по запросу. В дополнение к указанной цене идет оплата по счетчикам: ХВС, ГВС, водоотведение, электричество.

По согласованию возможен частичный зачёт покупки какой-то небольшой  ..., 27 фото",Евроремонт,,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет, Телефон",,,Пасс (1),Да,https://www.cian.ru/rent/flat/178502999
312012266,2,Квартира,м. Преображенская площадь (16 мин пешком),"Москва, Халтуринская улица, 19",45.0,"7/9, Кирпичный",наземная,"65000.0 руб./ За месяц, Залог - 70000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79163047441,"Двухкомнатная квартира с балконом  в теплом кирпичном доме в окружении деревьев. Окна квартиры выходят в спокойный, утопающий в зелени, двор. 
Большое количество парковочных мест. 15 мин спокойным шагом до метро. 
Ремонт делали для себя -полностью заменена электропроводка, 2 обьемных встроенных шкафа, во всей квартире ковровое покрытие для шумоизоляции и уюта, новая кровать, книжный шкаф, письменный стол, диван, встроенная кухня, кондиционер. 
Квартира сдаётся впервые. 
Подойдёт для девушки или семейной пары. 
БЕЗ КОМИССИИ РИЭЛТОРА! 
Сдает собственник. Могут быть доп. требования к арендаторам.
Можем сдать как  на  несколько месяцев, так и на несколько лет., 22 фото",Косметический,,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,2.64,Пасс (1),Да,https://www.cian.ru/rent/flat/312012266
316267818,2,Квартира,м. Щёлковская (14 мин пешком),"Москва, Амурская улица, 44К1",56.0/36.0/11.0,"5/9, Кирпичный",наземная,"70000.0 руб./ За месяц, Залог - 70000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79165521089,"Сдается двухкомнатная квартира распашонка, 56 кВ м с большой кухней 11 кВ м , с огромной лоджией на длительный срок. В квартире имеется все для комфортного проживания  мебель,кондиционер в каждой комнате, стиральная машина, посудомоечная машина, телевизор, варочная газовая панель , микроволновая печь и холодильник, в ванне джакузи . Рядом школа, сад, поликлиника , магазины в шаговой доступности, до метро 7-10 минут пешком или 1 остановка,хорошая транспортная доступность, до центра рукой подать,парковочных мест много

Рассматриваю только россиян,можно с ребенком, без вредных привычек , курить в квартире нельзя!!!

АГЕНТАМ Просьба НЕ Беспокоить!!!, 14 фото",Евроремонт,,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,2.5,Пасс (1),Да,https://www.cian.ru/rent/flat/316267818
317384745,"3, Изолированная",Квартира,м. Преображенская площадь (15 мин пешком),"Москва, улица Богородский Вал, 6К1",68.0/43.0/9.0,13/14,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79150746281,"Агент, все вопросы по телефону. Сдается 3-ех комнатная квартира Богородский вал д.6к1 на 13 этаже/14-ого кирпичного дома, 15 минут пешком до м. Преображенская площадь. Общая площадь  68 кв.м., кухня 9 кв.м., жилая-43 кв.м комнаты изолированные 15-14-14 кв.м., кухня-9 кв.м., санузел раздельный, застекленная лоджия, окна квартиры выходят на тихую улицу и во двор, стиральная машина, СВЧ, кондиционер, 2 лифта- грузовой и пассажирский, парковка наземная. Квартира в хорошем состоянии, вся необходимая мебель и техника, посудомоечная машина, кондиционер, телефизор. Район тихий, зеленый, с развитой инфраструктурой-рядом магазин Евроспар, парикмахерская, стоматология почта, школа, парк Сокольники. Есть пожелания к жильцам, которые обсуждаются по телефону, рассмотрим семью, можно с детьми школьного возраста, возможно рассмотреть несколько человек (2-3) по согласованию., 12 фото",Косметический,,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/317384745
317358098,3,Квартира,м. Измайлово (10 мин пешком),"Москва, Советская улица, 9С23",80.0/59.0/11.0,"4/5, Кирпичный",,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79169365814, +79858110824","Номер лота - 3521313
5 мин пешком от станции Щербинка. Современный кирпичный дом. Трехкомнатная квартира с качественным ремонтом. Полы- ламинат, плитка. Комнаты смежно-изолированные. Кухонный гарнитур, вся бытовая техника. Кондиционер. Докупается холодильник и диван. Детская комната оборудована полностью. Одна комната пустая. В прихожей вместительный шкаф-купе. Санузел совмещенный в плитке. 2 застекленных балкона. Развитая структура района, рядом Пятерочка, Вкусвилл, школа,  поликлиника, пункты выдачи, салоны, банки. ИНКОМ-Новослободское., 13 фото",Евроремонт,22-22+15,Балкон (2),,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/317358098
315794081,"3, Изолированная",Квартира,м. Преображенская площадь (6 мин пешком),"Москва, Большая Черкизовская улица, 9К1",58.0/44.0/8.0,"2/8, Кирпичный",,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79857139157, +79230752860","Номер лота - 3092876
 В пешей доступности от метро сдается просторная квартира с качественным ремонтом. Кухня-гостиная с обеденной зоной. Две изолированные спальни. Кондиционер с системой сплит. Санузел совмещён, есть бойлер на случай отключения горячего водоснабжения. Развитая инфраструктура района. Рядом Преображенский рынок, отличная детская площадка, стадион. ИНКОМ-Проспект Мира., 17 фото",Евроремонт,17-15-12,,,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,2.8,Пасс (2),,https://www.cian.ru/rent/flat/315794081
317090023,"3, Оба варианта",Квартира,м. Щёлковская (10 мин пешком),"Москва, Байкальская улица, 26/10",58.0/41.0/6.0,6/9,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79160615854,"Сдается 3х комнатах.квартира на длительный срок. 5 минут пешком от метро Щелковская. Две комнаты изолированные и одна проходная. В каждой комнате есть спальное место и система хранения. Дополнительно при желании можем привезти рабочий стол. 
Дополнительные расходы: свет и вода по счетчикам, интернет.
Ключи на руках. Квартира готова к заселению., 19 фото",Дизайнерский,,Балкон (1),На улицу и двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,Пасс (1),,https://www.cian.ru/rent/flat/317090023
228626029,"3, Изолированная",Квартира,м. Преображенская площадь (6 мин на машине),"Москва, бульвар Маршала Рокоссовского, 30",55.0/34.0/7.0,"4/9, Блочный",наземная,"80000.0 руб./ За месяц, Залог - 80000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79851555296,"Сдаётся трёхкомнатная квартира на длительный срок. Две изолированных спальни с остеклёнными балконами, в каждой - двуспальная кровать. В гостиной - угловой диван. Полная меблировка, бытовая техника. Полы - современная половая доска (дуб, сосна, бамбук). Шкафы-купе в спальнях и прихожей. Библиотека. Плита - газовая, есть микроволновка. Авторский дизайн, недавно сделан косметический ремонт, квартира после профессиональной уборки, полностью подготовлена к проживанию. В шаговой доступности (около 5 минут) - Национальный парк Лосиный остров. Идеальна для семьи. Аренда строго официальная с оплатой через банк. Также оплачиваются вода и электричество по счётчикам. Ограничений два: 1) не рассматриваем в качестве арендаторов большие коллективы (бригада рабочих за те же деньги может снять квартиру существенно большей площади, но с более скромным ремонтом) и 2) просьба посредникам не звонить, даже самым лучшим, самым профессиональным, самым успешным - заранее спасибо!, 17 фото",Дизайнерский,,Балкон (2),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет, Телефон",,2.64,Пасс (1),Да,https://www.cian.ru/rent/flat/228626029
316873019,"3, Изолированная",Квартира,м. Первомайская (4 мин пешком),"Москва, Первомайская улица, 61/8",82.0/52.0/8.0,"3/5, Кирпичный",наземная,"80000.0 руб./ За месяц, Залог - 80000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79921293907,"предлагается в аренду на длительный срок просторная квартира в сталинке с высокими 3-х метровыми потолками. Имеется все необходимое для комфортного проживания: спальные места во всех 3-х комнатах, много шкафов, кондиционеры, газовая плита, электрическая духовка, стиральная машина, пылесос, утюг. большие комнаты: 20, 16 и 16 метров, просторная ванная 4 кв.м., 2 кладовки для хранения вещей. До метро не более пяти минут пешком, до Измайловского лесопарка 10 минут. Район с прекрасно развитой инфраструктурой:  магазины, школы, детские сады, что удобно для семей с детьми. Двор дома закрыт шлагбаумом , что позволяет избежать присутствия посторонних автомобилей на территории., 30 фото",Косметический,,,На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор",,3.0,,Да,https://www.cian.ru/rent/flat/316873019
314876856,3,Квартира,м. Сокольники (18 мин пешком),"Москва, 2-я Рыбинская улица, 12",68.4/41.5/6.5,3/5,наземная,"95000.0 руб./ За месяц, Залог - 95000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79230719853, +79853201108","Уютная квартира с качественным ремонтом, хорошей мебелью и техникой, включая посудомоечную машину. Кондиционеры в спальнях, пластиковые окна. Рядом парк Сокольники 2 минуты пешком. сдается первый раз.
Дом особенный, строился для руководства вертолётного завода. потолки 3,2м. парковка за шлагбаумом. Временная регистрация., 15 фото",Евроремонт,,,Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/314876856
307530977,3,Квартира,м. Щёлковская (12 мин пешком),"Москва, 7-я Парковая улица, 30/24",70.5/49.0/8.3,"5/8, Кирпичный",наземная,"95000.0 руб./ За месяц, Залог - 95000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230711651,"Уютная светлая квартира в теплом кирпичном доме. Чистый подъезд, приветливые соседи. Евроремонт, стеклопакеты, застекленный балкон. Мебель в комнатах и на кухне, вся бытовая техника, кондиционер, телевизор, стиральная и посудомоечная машина. В шаговой доступности детский сад, школы, сетевые магазины. Залог разбивается., 25 фото",Евроремонт,,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/307530977
317746404,"3, Изолированная",Квартира,м. Первомайская (15 мин пешком),"Москва, Верхняя Первомайская улица, 2/32",80.2/50.0/12.0,1/5,наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79856217364,"Трехкомнатная квартира , - недалеко от м.Измайловская , в тихом зеленом дворе, -  чистая, свежая, удобная  - стильный, качественный  дизайнерский ремонт - с высоким потолком 3.20 в кирпичном красивом доме с ж.б перекрытиями, на 1-м высоком этаже- полностью оборудована дорогой  кухонной техникой и обставлена необходимой мебелью для комфортного проживания. Фото - соответствуют действительноти.На длительный срок - добропорядочным, аккуратным и платежеспособным гражданам, без вредных привычек., 18 фото",Дизайнерский,,,На улицу и двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/317746404
316645958,"2, Изолированная",Квартира,м. Бульвар Рокоссовского (9 мин пешком),"Москва, Тюменский проезд, 3к8",55.1/30.0/10.0,3/22,,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79175668145,"Сдается уютная двухкомнатная квартира. Квартира сдается впервые! Полностью меблирована и оснащена всей необходимой бытовой техникой для комфортной жизни. До станции метро 5 минут пешком., 13 фото",Евроремонт,,Лоджия (1),,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник",Преображение,,,,https://www.cian.ru/rent/flat/316645958
317042316,"2, Смежная",Квартира,м. Первомайская (10 мин пешком),"Москва, 9-я Парковая улица, 54К2",43.0,"1/5, Кирпичный",наземная,"65000.0 руб./ За месяц, Залог - 65000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+74954760059,"Здравствуйте, меня зовут Дмитрий.

Уважаемые агентства и риэлторы, не звоните, даже если очень хочется.  

Сдам квартиру на длительный срок, по прямому официальному договору. Собственник я, показываю квартиру и подписываю документы тоже я. 

С любыми животными нельзя. С курящими не договоримся, извините. 
 
Ремонт: Капитальный делал в 2019 году. Пол в один уровень, натуральная пробка покрытая лакированным пробковым шпоном. Пол и примыкание к стенам герметичны, какая-либо связь с подвалом полностью исключена. Стены ровные крашеные. Посторонних запахов нет. В квартире никогда не курили и не проживали курящие. 

Техника и инженерка: На кухне посудомойка, микроволновка, высокой линейки духовка. Холодильник бесшумный полный ноуфрост. В зале бесшумный кондиционер. В спальне бризер. В ванной инверторная стиральная машина, смесители термостатические. Вся техника без посторонних запахов. По квартире 40 розеток, в проходных зонах проходные выключатели.  Система защиты от протечек. Wi-Fi, etherne ..., 17 фото",Дизайнерский,,,Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,Нет,https://www.cian.ru/rent/flat/317042316
317413683,"2, Изолированная",Квартира,м. Перово (17 мин пешком),"Москва, 1-я Владимирская улица, 9",45.0/28.0/6.0,2/9,наземная,"65000.0 руб./ За месяц, Залог - 65000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79771399353,"Сдается уютная двухкомнатная квартира в районе метро Перово. Общая площадь — 45 кв. м, жилая — 30 кв. м, кухня — 8 кв. м. Квартира располагается на 2-м этаже 9-этажного дома, в котором есть пассажирский лифт. До метро можно дойти пешком за 15 минут.

В квартире сделан косметический ремонт, она полностью готова для комфортного проживания. В комнатах и на кухне есть вся необходимая мебель. Из техники доступны кондиционер, холодильник, телевизор и стиральная машина. Отдельный санузел оснащен ванной, поэтому можно расслабиться после рабочего дня. Есть подключение к интернету.

Вокруг дома развитая инфраструктура: рядом расположены школы, детские сады, клиники и различные магазины, что делает проживание здесь удобным и комфортным.

Условия аренды: договор аренды заключается на длительный срок. Требуется залог в размере месячной платы. Возможно проживание семьи или компании из двух-трех человек. Комиссия агенту составляет 50% от месячной арендной платы.

Приглашаем вас на просмотр квартиры в ..., 12 фото",Косметический,,,На улицу,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),,https://www.cian.ru/rent/flat/317413683
